ID,INV,DATE,CATALOG,PCODE,QTY,custnum
1419,101585,5/00/3 00:00:00,Sports,SP1000,1,2519
1420,101585,5/00/3 00:00:00,Sports,SP1400,2,252
1421,101585,5/00/3 00:00:00,Sports,SP2300,4,2520
1422,101585,5/00/3 00:00:00,Sports,SP2300,1,2521
1423,113446,7/00/18 00:00:00,Sports,SP1100,2,2522
1424,118703,8/00/16 00:00:00,Pets,PT2100,1,2523
1425,122646,9/00/6 00:00:00,Gardening,GD1010,1,2524
1426,122646,9/00/6 00:00:00,Gardening,GD12OO,3,2525
1427,122646,9/00/6 00:00:00,Gardening,GD3300,4,2526
1428,122646,9/00/6 00:00:00,Gardening,GD4200,1,2527
1429,162224,04/01/2003 0:00:00,Sports,SP2400,1,2528
1430,170093,05/01/21 0:00:00,Sports,SP2200,1,2529
1431,110394,3/97/23 00:00:00,Toys,TY3200,1,253
1432,120014,5/97/16 00:00:00,Gardening,GD2200,1,2530
1433,133464,7/97/26 00:00:00,Toys,TY3100,1,2531
1434,148237,10/97/12 00:00:00,Software,SW5338,3,2532
1435,158426,12/97/5 00:00:00,Pets,PT1100,1,2533
1436,184142,4/98/21 00:00:00,Sports,SP2600,1,2534
1437,214770,8/98/31 00:00:00,Pets,PT1100,1,2535
1438,214770,8/98/31 00:00:00,Pets,PT2OOO,4,2536
1439,214770,8/98/31 00:00:00,Pets,PT3500,1,2537
1440,228977,10/98/30 00:00:00,Software,SW4825,2,2538
1441,235230,11/98/26 00:00:00,Pets,PT2100,3,2539
1442,235230,11/98/26 00:00:00,Pets,PT3200,1,254
1443,235230,11/98/26 00:00:00,Pets,PT4500,1,2540
1444,235230,11/98/26 00:00:00,Pets,PT4500,1,2541
1445,239923,12/98/16 00:00:00,Toys,TY1750,1,2542
1446,239923,12/98/16 00:00:00,Toys,TY2300,1,2543
1447,239923,12/98/16 00:00:00,Toys,TY2700,1,2544
1448,239923,12/98/16 00:00:00,Toys,TY5300,1,2545
1449,110394,6/00/30 00:00:00,Toys,TY3200,1,2546
1450,120014,8/00/23 00:00:00,Gardening,GD2200,1,2547
1451,133464,11/00/2 00:00:00,Toys,TY3100,1,2548
1452,148237,01/01/19 0:00:00,Software,SW5338,3,2549
1453,158426,03/01/14 0:00:00,Pets,PT1100,1,255
1454,125874,6/97/16 00:00:00,Sports,SP1000,2,2550
1455,149706,10/97/20 00:00:00,Toys,TY1700,1,2551
1456,162411,12/97/26 00:00:00,Pets,PT1000,1,2552
1457,162411,12/97/26 00:00:00,Pets,PT1100,2,2553
1458,162411,12/97/26 00:00:00,Pets,PT2400,3,2554
1459,178237,3/98/25 00:00:00,Pets,PT2300,3,2555
1460,178237,3/98/25 00:00:00,Pets,PT3100,1,2556
1461,178237,3/98/25 00:00:00,Pets,PT4100,4,2557
1462,178237,3/98/25 00:00:00,Pets,PT4500,4,2558
1463,200240,6/98/30 00:00:00,Pets,PT2200,3,2559
1464,209045,8/98/7 00:00:00,Software,SW2181,1,256
1465,215237,9/98/2 00:00:00,Toys,TY2300,1,2560
1466,215237,9/98/2 00:00:00,Toys,TY3100,1,2561
1467,215237,9/98/2 00:00:00,Toys,TY3800,1,2562
1468,218799,9/98/17 00:00:00,Toys,TY1700,2,2563
1469,219285,9/98/19 00:00:00,Pets,PT2200,1,2564
1470,219772,9/98/21 00:00:00,Sports,SP1200,2,2565
1471,222628,10/98/3 00:00:00,Toys,TY1850,1,2566
1472,125874,9/00/23 00:00:00,Sports,SP1000,2,2567
1473,149706,01/01/27 0:00:00,Toys,TY1700,1,2568
1474,162411,04/01/2004 0:00:00,Pets,PT1000,1,2569
1475,162411,04/01/2004 0:00:00,Pets,PT1100,2,257
1476,162411,04/01/2004 0:00:00,Pets,PT2400,3,2570
1477,100686,1/97/17 00:00:00,Pets,PT4100,1,2571
1478,111362,3/97/29 00:00:00,Sports,SP2600,1,2572
1479,122459,5/97/29 00:00:00,Gardening,GD3400,2,2573
1480,126766,6/97/21 00:00:00,Sports,SP1100,1,2574
1481,136346,8/97/10 00:00:00,Toys,TY5200,2,2575
1482,138565,8/97/22 00:00:00,Pets,PT2000,1,2576
1483,148425,10/97/13 00:00:00,Toys,TY4500,2,2577
1484,158219,12/97/4 00:00:00,Toys,TY1600,1,2578
1485,158219,12/97/4 00:00:00,Toys,TY1750,4,2579
1486,158219,12/97/4 00:00:00,Toys,TY3100,4,258
1487,158219,12/97/4 00:00:00,Toys,TY3800,2,2580
1488,170691,2/98/14 00:00:00,Pets,PT4600,1,2581
1489,223364,10/98/6 00:00:00,Toys,TY1850,3,2582
1490,223599,10/98/7 00:00:00,Software,SW8511,1,2583
1491,228981,10/98/30 00:00:00,Sports,SP1000,4,2584
1492,228981,10/98/30 00:00:00,Sports,SP2200,3,2585
1493,228981,10/98/30 00:00:00,Sports,SP2400,1,2586
1494,228981,10/98/30 00:00:00,Sports,SP2600,1,2587
1495,100686,4/00/26 00:00:00,Pets,PT4100,1,2588
1496,111362,7/00/6 00:00:00,Sports,SP2600,1,2589
1497,122459,9/00/5 00:00:00,Gardening,GD3400,2,259
1498,126766,9/00/28 00:00:00,Sports,SP1100,1,2590
1499,136346,11/00/17 00:00:00,Toys,TY5200,2,2591
1500,138565,11/00/29 00:00:00,Pets,PT2000,1,2592
1501,148425,01/01/20 0:00:00,Toys,TY4500,2,2593
1502,158219,03/01/13 0:00:00,Toys,TY1600,1,2594
1503,158219,03/01/13 0:00:00,Toys,TY1750,4,2595
1504,158219,03/01/13 0:00:00,Toys,TY3100,4,2596
1505,158219,03/01/13 0:00:00,Toys,TY3800,2,2597
1506,170691,05/01/24 0:00:00,Pets,PT4600,1,2598
1507,119835,5/97/15 00:00:00,Sports,SP1500,1,2599
1508,128492,6/97/30 00:00:00,Gardening,GD1200,3,26
1509,128492,6/97/30 00:00:00,Gardening,GD2300,1,260
1510,128492,6/97/30 00:00:00,Gardening,GD2400,3,2600
1511,128492,6/97/30 00:00:00,Gardening,GD3300,1,2601
1512,128910,7/97/2 00:00:00,Pets,PT3200,2,2602
1513,145830,9/97/29 00:00:00,Toys,TY2600,1,2603
1514,165234,1/98/13 00:00:00,Gardening,GD2100,1,2604
1515,165541,1/98/15 00:00:00,Gardening,GD1010,1,2605
1516,165541,1/98/15 00:00:00,Gardening,GD1100,3,2606
1517,165541,1/98/15 00:00:00,Gardening,GD4000,1,2607
1518,167698,1/98/28 00:00:00,Toys,TY2700,1,2608
1519,190881,5/98/21 00:00:00,Pets,PT4600,1,2609
1520,119835,8/00/22 00:00:00,Sports,SP1500,1,261
1521,128492,10/00/7 00:00:00,Gardening,GD1200,3,2610
1522,128492,10/00/7 00:00:00,Gardening,GD2300,1,2611
1523,128492,10/00/7 00:00:00,Gardening,GD2400,3,2612
1524,128492,10/00/7 00:00:00,Gardening,GD3300,1,2613
1525,128910,10/00/9 00:00:00,Pets,PT3200,2,2614
1526,145830,01/01/2006 0:00:00,Toys,TY2600,1,2615
1527,165234,04/01/22 0:00:00,Gardening,GD2100,1,2616
1528,165541,04/01/24 0:00:00,Gardening,GD101O,1,2617
1529,165541,04/01/24 0:00:00,Gardening,GD1100,3,2618
1530,165541,04/01/24 0:00:00,Gardening,GD4000,1,2619
1531,167698,05/01/2007 0:00:00,Toys,TY2700,1,262
1532,128712,7/97/1 00:00:00,Sports,SP1100,1,2620
1533,128712,7/97/1 00:00:00,Sports,SP1200,4,2621
1534,128712,7/97/1 00:00:00,Sports,SP1500,4,2622
1535,128712,7/97/1 00:00:00,Sports,SP2700,3,2623
1536,145650,9/97/28 00:00:00,Software,SW6180,1,2624
1537,156493,11/97/25 00:00:00,Pets,PT1300,1,2625
1538,164789,1/98/10 00:00:00,Pets,PT4500,1,2626
1539,189016,5/98/13 00:00:00,Gardening,gd2300,1,2627
1540,197189,6/98/17 00:00:00,Sports,SP2600,1,2628
1541,197189,6/98/17 00:00:00,Sports,SP3100,3,2629
1542,197189,6/98/17 00:00:00,Sports,SP3200,4,263
1543,202098,7/98/8 00:00:00,Toys,TY1100,1,2630
1544,202098,7/98/8 00:00:00,Toys,TY3800,3,2631
1545,202098,7/98/8 00:00:00,Toys,TY4800,2,2632
1546,210504,8/98/13 00:00:00,Software,SW3545,4,2633
1547,213376,8/98/25 00:00:00,Sports,SP3400,1,2634
1548,224770,10/98/12 00:00:00,Toys,TY5400,1,2635
1549,128712,10/00/8 00:00:00,Sports,SP1100,1,2636
1550,128712,10/00/8 00:00:00,Sports,SP1200,4,2637
1551,128712,10/00/8 00:00:00,Sports,SP1500,4,2638
1552,128712,10/00/8 00:00:00,Sports,SP2700,3,2639
1553,145650,01/01/2005 0:00:00,Software,SW6180,1,264
1554,156493,03/01/2004 0:00:00,Pets,PT1300,1,2640
1555,164789,04/01/19 0:00:00,Pets,PT4500,1,2641
1556,132497,7/97/21 00:00:00,Sports,SP1100,1,2642
1557,132497,7/97/21 00:00:00,Sports,SP1600,1,2643
1558,132497,7/97/21 00:00:00,Sports,SP2000,1,2644
1559,132497,7/97/21 00:00:00,Sports,SP2600,1,2645
1560,146615,10/97/3 00:00:00,Pets,PT2300,4,2646
1561,146615,10/97/3 00:00:00,Pets,PT3500,2,2647
1562,146615,10/97/3 00:00:00,Pets,PT4600,1,2648
1563,148429,10/97/13 00:00:00,Sports,SP1100,1,2649
1564,148429,10/97/13 00:00:00,Sports,SP1400,1,265
1565,148429,10/97/13 00:00:00,Sports,SP2200,1,2650
1566,148429,10/97/13 00:00:00,Sports,SP3300,1,2651
1567,150466,10/97/24 00:00:00,Software,SW4825,1,2652
1568,191139,5/98/22 00:00:00,Pets,PT2000,2,2653
1569,192012,5/98/26 00:00:00,Toys,TY1100,1,2654
1570,192012,5/98/26 00:00:00,Toys,TY1700,1,2655
1571,192012,5/98/26 00:00:00,Toys,TY2500,1,2656
1572,192012,5/98/26 00:00:00,Toys,TY4500,1,2657
1573,207652,8/98/1 00:00:00,Sports,SP1200,1,2658
1574,215897,9/98/5 00:00:00,Pets,PT3200,1,2659
1575,132497,10/00/28 00:00:00,Sports,SP1100,1,266
1576,132497,10/00/28 00:00:00,Sports,SP1600,1,2660
1577,132497,10/00/28 00:00:00,Sports,SP2000,1,2661
1578,132497,10/00/28 00:00:00,Sports,SP2600,1,2662
1579,146615,01/01/10 0:00:00,Pets,PT2300,4,2663
1580,146615,01/01/10 0:00:00,Pets,PT3500,2,2664
1581,146615,01/01/10 0:00:00,Pets,PT4600,1,2665
1582,148429,01/01/20 0:00:00,Sports,SP1100,1,2666
1583,148429,01/01/20 0:00:00,Sports,SP1400,1,2667
1584,148429,01/01/20 0:00:00,Sports,SP2200,1,2668
1585,148429,01/01/20 0:00:00,Sports,SP3300,1,2669
1586,150466,01/01/31 0:00:00,Software,SW4825,1,267
1587,108388,3/97/11 00:00:00,Pets,PT2300,1,2670
1588,109885,3/97/20 00:00:00,Gardening,GD3300,1,2671
1589,158971,12/97/8 00:00:00,Software,SW4831,1,2672
1590,172521,2/98/24 00:00:00,Gardening,GD2200,2,2673
1591,175819,3/98/13 00:00:00,Pets,PT4500,3,2674
1592,179706,4/98/1 00:00:00,Pets,PT4600,1,2675
1593,183189,4/98/17 00:00:00,Gardening,GD3200,1,2676
1594,190883,5/98/21 00:00:00,Toys,TY1750,1,2677
1595,214522,8/98/30 00:00:00,Toys,TY1750,1,2678
1596,214522,8/98/30 00:00:00,Toys,TY1850,2,2679
1597,214522,8/98/30 00:00:00,Toys,TY3200,1,268
1598,214522,8/98/30 00:00:00,Toys,TY3500,1,2680
1599,214785,8/98/31 00:00:00,Sports,SP2400,1,2681
1600,218341,9/98/15 00:00:00,Pets,PT4600,1,2682
1601,231777,11/98/11 00:00:00,Toys,TY1800,1,2683
1602,235942,11/98/29 00:00:00,Software,SW8241,1,2684
1603,108388,6/00/18 00:00:00,Pets,PT2300,1,2685
1604,109885,6/00/27 00:00:00,Gardening,GD3300,1,2686
1605,158971,03/01/17 0:00:00,Software,SW4831,1,2687
1606,104784,2/97/16 00:00:00,Gardening,GD3000,1,2688
1607,109528,3/97/18 00:00:00,Sports,SP2600,1,2689
1608,110550,3/97/24 00:00:00,Toys,TY3200,1,269
1609,157840,12/97/2 00:00:00,Sports,SP1400,1,2690
1610,157840,12/97/2 00:00:00,Sports,SP1600,1,2691
1611,157840,12/97/2 00:00:00,Sports,SP3300,1,2692
1612,179929,4/98/2 00:00:00,Pets,PT4300,1,2693
1613,191569,5/98/24 00:00:00,Gardening,gd3200,1,2694
1614,204623,7/98/19 00:00:00,Pets,PT2200,1,2695
1615,209573,8/98/9 00:00:00,Sports,SP1000,1,2696
1616,209573,8/98/9 00:00:00,Sports,SP1600,1,2697
1617,209573,8/98/9 00:00:00,Sports,SP3200,4,2698
1618,225911,10/98/17 00:00:00,Sports,SP1100,1,2699
1619,225911,10/98/17 00:00:00,Sports,SP2700,3,27
1620,225911,10/98/17 00:00:00,Sports,SP3000,1,270
1621,104784,5/00/26 00:00:00,Gardening,GD3000,1,2700
1622,109528,6/00/25 00:00:00,Sports,SP2600,1,2701
1623,110550,7/00/1 00:00:00,Toys,TY3200,1,2702
1624,157840,03/01/11 0:00:00,Sports,SP1400,1,2703
1625,157840,03/01/11 0:00:00,Sports,SP1600,1,2704
1626,157840,03/01/11 0:00:00,Sports,SP3300,1,2705
1627,101317,1/97/22 00:00:00,Sports,SP2500,2,2706
1628,107783,3/97/7 00:00:00,Gardening,GD2300,1,2707
1629,111881,4/97/1 00:00:00,Pets,PT2300,1,2708
1630,124708,6/97/10 00:00:00,Sports,SP1400,1,2709
1631,124708,6/97/10 00:00:00,Sports,SP2300,1,271
1632,124708,6/97/10 00:00:00,Sports,SP3000,1,2710
1633,145658,9/97/28 00:00:00,Sports,SP3300,1,2711
1634,158973,12/97/8 00:00:00,Pets,PT2200,1,2712
1635,170903,2/98/15 00:00:00,Sports,SP2700,1,2713
1636,196477,6/98/14 00:00:00,Sports,SP2000,1,2714
1637,196477,6/98/14 00:00:00,Sports,SP2200,1,2715
1638,196477,6/98/14 00:00:00,Sports,SP2400,3,2716
1639,216426,9/98/7 00:00:00,Sports,SP2600,1,2717
1640,232988,11/98/16 00:00:00,Sports,SP1500,1,2718
1641,237175,12/98/4 00:00:00,Software,SW7935,2,2719
1642,101317,5/00/1 00:00:00,Sports,SP2500,2,272
1643,107783,6/00/14 00:00:00,Gardening,GD2300,1,2720
1644,111881,7/00/9 00:00:00,Pets,PT2300,1,2721
1645,124708,9/00/17 00:00:00,Sports,SP1400,1,2722
1646,124708,9/00/17 00:00:00,Sports,SP2300,1,2723
1647,124708,9/00/17 00:00:00,Sports,SP3000,1,2724
1648,145658,01/01/2005 0:00:00,Sports,SP3300,1,2725
1649,158973,03/01/17 0:00:00,Pets,PT2200,1,2726
1650,170903,05/01/25 0:00:00,Sports,SP2700,1,2727
1651,101474,1/97/23 00:00:00,Pets,PT3300,1,2728
1652,106209,2/97/25 00:00:00,Sports,SP3200,4,2729
1653,118904,5/97/10 00:00:00,Pets,PT2000,1,273
1654,130460,7/97/10 00:00:00,Software,sw1612,3,2730
1655,130460,7/97/10 00:00:00,Software,SW5338,1,2731
1656,130460,7/97/10 00:00:00,Software,SW6531,1,2732
1657,136140,8/97/9 00:00:00,Pets,PT1400,1,2733
1658,139349,8/97/26 00:00:00,Toys,TY4200,1,2734
1659,145133,9/97/25 00:00:00,Sports,SP1000,1,2735
1660,145133,9/97/25 00:00:00,Sports,SP1400,1,2736
1661,145133,9/97/25 00:00:00,Sports,SP2400,1,2737
1662,145133,9/97/25 00:00:00,Sports,SP3300,1,2738
1663,188581,5/98/11 00:00:00,Pets,PT2300,1,2739
1664,196966,6/98/16 00:00:00,Gardening,GD1100,1,274
1665,202575,7/98/10 00:00:00,Sports,SP3000,4,2740
1666,208364,8/98/4 00:00:00,Toys,TY3300,1,2741
1667,221418,9/98/28 00:00:00,Sports,SP1500,2,2742
1668,223154,10/98/5 00:00:00,Sports,sp2200,4,2743
1669,223154,10/98/5 00:00:00,Sports,SP2700,1,2744
1670,223154,10/98/5 00:00:00,Sports,SP3400,1,2745
1671,101474,5/00/2 00:00:00,Pets,PT3300,1,2746
1672,106209,6/00/4 00:00:00,Sports,SP3200,4,2747
1673,118904,8/00/17 00:00:00,Pets,PT2000,1,2748
1674,130460,10/00/17 00:00:00,Software,SW1612,3,2749
1675,130460,10/00/17 00:00:00,Software,SW5338,1,275
1676,130460,10/00/17 00:00:00,Software,SW6531,1,2750
1677,136140,11/00/16 00:00:00,Pets,PT1400,1,2751
1678,139349,12/00/3 00:00:00,Toys,TY4200,1,2752
1679,145133,01/01/2002 0:00:00,Sports,SP1000,1,2753
1680,145133,01/01/2002 0:00:00,Sports,SP1400,1,2754
1681,145133,01/01/2002 0:00:00,Sports,SP2400,1,2755
1682,145133,01/01/2002 0:00:00,Sports,SP3300,1,2756
1683,100305,1/97/14 00:00:00,Pets,PT2300,4,2757
1684,102716,2/97/1 00:00:00,Gardening,GD1600,1,2758
1685,120981,5/97/21 00:00:00,Pets,PT2300,1,2759
1686,121884,5/97/26 00:00:00,Toys,TY2400,1,276
1687,128510,6/97/30 00:00:00,Toys,TY4600,4,2760
1688,151460,10/97/29 00:00:00,Sports,SP1500,1,2761
1689,151460,10/97/29 00:00:00,Sports,SP2200,2,2762
1690,151460,10/97/29 00:00:00,Sports,SP3000,2,2763
1691,151460,10/97/29 00:00:00,Sports,SP3100,1,2764
1692,152381,11/97/3 00:00:00,Pets,PT4400,4,2765
1693,172329,2/98/23 00:00:00,Pets,PT2000,1,2766
1694,174229,3/98/5 00:00:00,Sports,SP2000,1,2767
1695,198607,6/98/23 00:00:00,Pets,PT4300,1,2768
1696,211257,8/98/16 00:00:00,Toys,TY3200,2,2769
1697,225206,10/98/14 00:00:00,Sports,SP1300,1,277
1698,225206,10/98/14 00:00:00,Sports,SP1600,1,2770
1699,225206,10/98/14 00:00:00,Sports,SP2400,1,2771
1700,226142,10/98/18 00:00:00,Software,SW4187,3,2772
1701,227787,10/98/25 00:00:00,Sports,SP1500,3,2773
1702,100305,4/00/23 00:00:00,Pets,PT2300,4,2774
1703,102716,5/00/11 00:00:00,Gardening,GD1600,1,2775
1704,120981,8/00/28 00:00:00,Pets,PT2300,1,2776
1705,121884,9/00/2 00:00:00,Toys,TY2400,1,2777
1706,128510,10/00/7 00:00:00,Toys,TY4600,4,2778
1707,151460,02/01/2005 0:00:00,Sports,SP1500,1,2779
1708,151460,02/01/2005 0:00:00,Sports,SP2200,2,278
1709,151460,02/01/2005 0:00:00,Sports,SP3000,2,2780
1710,151460,02/01/2005 0:00:00,Sports,SP3100,1,2781
1711,152381,02/01/10 0:00:00,Pets,PT4400,4,2782
1712,133080,7/97/24 00:00:00,Toys,TY5100,2,2783
1713,153279,11/97/8 00:00:00,Pets,PT1000,1,2784
1714,157660,12/97/1 00:00:00,Pets,PT3500,1,2785
1715,164645,1/98/9 00:00:00,Sports,SP2700,3,2786
1716,169428,2/98/7 00:00:00,Gardening,GD3300,1,2787
1717,175228,3/98/10 00:00:00,Toys,TY2600,1,2788
1718,186350,5/98/1 00:00:00,Sports,SP2000,1,2789
1719,189247,5/98/14 00:00:00,Gardening,GD2400,3,279
1720,201442,7/98/5 00:00:00,Sports,SP3400,1,2790
1721,202817,7/98/11 00:00:00,Sports,SP1500,2,2791
1722,227789,10/98/25 00:00:00,Toys,TY1750,3,2792
1723,133080,10/00/31 00:00:00,Toys,TY5100,2,2793
1724,153279,02/01/15 0:00:00,Pets,PT1000,1,2794
1725,157660,03/01/10 0:00:00,Pets,PT3500,1,2795
1726,164645,04/01/18 0:00:00,Sports,SP2700,3,2796
1727,169428,05/01/17 0:00:00,Gardening,GD3300,1,2797
1728,102032,1/97/27 00:00:00,Pets,PT1000,1,2798
1729,102032,1/97/27 00:00:00,Pets,PT1100,1,2799
1730,102032,1/97/27 00:00:00,Pets,PT2000,1,28
1731,102032,1/97/27 00:00:00,Pets,PT2300,2,280
1732,107792,3/97/7 00:00:00,Sports,SP1400,1,2800
1733,117781,5/97/4 00:00:00,Pets,PT1100,1,2801
1734,117781,5/97/4 00:00:00,Pets,PT1100,1,2802
1735,117781,5/97/4 00:00:00,Pets,PT1300,1,2803
1736,117781,5/97/4 00:00:00,Pets,PT1400,1,2804
1737,160124,12/97/14 00:00:00,Toys,TY1600,1,2805
1738,160124,12/97/14 00:00:00,Toys,TY1700,3,2806
1739,160124,12/97/14 00:00:00,Toys,TY2200,1,2807
1740,160124,12/97/14 00:00:00,Toys,TY2400,1,2808
1741,161061,12/97/19 00:00:00,Software,SW5338,1,2809
1742,161272,12/97/20 00:00:00,Toys,TY1750,1,281
1743,161272,12/97/20 00:00:00,Toys,TY3200,1,2810
1744,161272,12/97/20 00:00:00,Toys,TY3600,1,2811
1745,163732,1/98/3 00:00:00,Pets,PT2400,2,2812
1746,176628,3/98/17 00:00:00,Pets,PT3300,3,2813
1747,192027,5/98/26 00:00:00,Pets,PT1000,1,2814
1748,192027,5/98/26 00:00:00,Pets,PT3500,1,2815
1749,192027,5/98/26 00:00:00,Pets,PT4300,1,2816
1750,196703,6/98/15 00:00:00,Collectibles,CC1300,4,2817
1751,196703,6/98/15 00:00:00,Collectibles,CC3400,1,2818
1752,196703,6/98/15 00:00:00,Collectibles,CC4500,1,2819
1753,201206,7/98/4 00:00:00,Software,SW2123,2,282
1754,201206,7/98/4 00:00:00,Software,SW3617,1,2820
1755,201206,7/98/4 00:00:00,Software,SW7383,1,2821
1756,204877,7/98/20 00:00:00,Sports,SP3200,3,2822
1757,214535,8/98/30 00:00:00,Software,SW3482,4,2823
1758,102032,5/00/6 00:00:00,Pets,PT1000,1,2824
1759,102032,5/00/6 00:00:00,Pets,PT1100,1,2825
1760,102032,5/00/6 00:00:00,Pets,PT2000,1,2826
1761,102032,5/00/6 00:00:00,Pets,PT2300,2,2827
1762,107792,6/00/14 00:00:00,Sports,SP1400,1,2828
1763,117781,8/00/11 00:00:00,Pets,PT1100,1,2829
1764,117781,8/00/11 00:00:00,Pets,PT1100,1,283
1765,117781,8/00/11 00:00:00,Pets,PT1300,1,2830
1766,117781,8/00/11 00:00:00,Pets,PT1400,1,2831
1767,160124,03/01/23 0:00:00,Toys,TY1600,1,2832
1768,160124,03/01/23 0:00:00,Toys,TY17OO,3,2833
1769,160124,03/01/23 0:00:00,Toys,TY2200,1,2834
1770,160124,03/01/23 0:00:00,Toys,TY2400,1,2835
1771,161061,03/01/28 0:00:00,Software,SW5338,1,2836
1772,161272,03/01/29 0:00:00,Toys,TY1750,1,2837
1773,161272,03/01/29 0:00:00,Toys,TY3200,1,2838
1774,161272,03/01/29 0:00:00,Toys,TY3600,1,2839
1775,163732,04/01/12 0:00:00,Pets,PT2400,2,284
1776,102033,1/97/27 00:00:00,Sports,SP1600,1,2840
1777,120576,5/97/19 00:00:00,Toys,TY2500,2,2841
1778,124152,6/97/7 00:00:00,Pets,PT4500,1,2842
1779,147181,10/97/6 00:00:00,Software,SW4575,1,2843
1780,147181,10/97/6 00:00:00,Software,SW7221,1,2844
1781,147181,10/97/6 00:00:00,Software,SW7823,1,2845
1782,162250,12/97/25 00:00:00,Toys,TY3300,1,2846
1783,169073,2/98/5 00:00:00,Pets,PT1000,1,2847
1784,169073,2/98/5 00:00:00,Pets,PT1300,1,2848
1785,169073,2/98/5 00:00:00,Pets,PT1300,2,2849
1786,169073,2/98/5 00:00:00,Pets,PT4300,1,285
1787,172163,2/98/22 00:00:00,Gardening,GD1200,1,2850
1788,176240,3/98/15 00:00:00,Gardening,GD1001,1,2851
1789,178069,3/98/24 00:00:00,Gardening,GD2400,1,2852
1790,180593,4/98/5 00:00:00,Pets,PT2200,1,2853
1791,189747,5/98/16 00:00:00,Sports,SP2600,1,2854
1792,215715,9/98/4 00:00:00,Sports,SP3000,3,2855
1793,222649,10/98/3 00:00:00,Software,SW1005,1,2856
1794,233914,11/98/20 00:00:00,Pets,PT1400,4,2857
1795,233914,11/98/20 00:00:00,Pets,PT2100,1,2858
1796,233914,11/98/20 00:00:00,Pets,PT3400,1,2859
1797,233914,11/98/20 00:00:00,Pets,PT4200,1,286
1798,236209,11/98/30 00:00:00,Toys,TY1500,4,2860
1799,242681,12/98/28 00:00:00,Toys,TY4600,1,2861
1800,102033,5/00/6 00:00:00,Sports,SP1600,1,2862
1801,120576,8/00/26 00:00:00,Toys,TY2500,2,2863
1802,124152,9/00/14 00:00:00,Pets,PT4500,1,2864
1803,147181,01/01/13 0:00:00,Software,SW4575,1,2865
1804,147181,01/01/13 0:00:00,Software,SW7221,1,2866
1805,147181,01/01/13 0:00:00,Software,SW7823,1,2867
1806,162250,04/01/2003 0:00:00,Toys,TY3300,1,2868
1807,169073,05/01/15 0:00:00,Pets,PT1000,1,2869
1808,169073,05/01/15 0:00:00,Pets,PT1300,1,287
1809,169073,05/01/15 0:00:00,Pets,PT1300,2,2870
1810,169073,05/01/15 0:00:00,Pets,PT4300,1,2871
1811,103520,2/97/7 00:00:00,Toys,TY2100,1,2872
1812,103520,2/97/7 00:00:00,Toys,TY3100,1,2873
1813,103520,2/97/7 00:00:00,Toys,TY3400,1,2874
1814,108398,3/97/11 00:00:00,Toys,TY4700,1,2875
1815,115911,4/97/24 00:00:00,Gardening,GD2400,1,2876
1816,125700,6/97/15 00:00:00,Sports,SP3000,1,2877
1817,155004,11/97/17 00:00:00,Sports,SP1500,1,2878
1818,155004,11/97/17 00:00:00,Sports,SP3000,1,2879
1819,155004,11/97/17 00:00:00,Sports,SP3100,3,288
1820,155003,11/97/17 00:00:00,Sports,SP3300,3,2880
1821,182121,4/98/12 00:00:00,Gardening,GD1010,2,2881
1822,196709,6/98/15 00:00:00,Toys,TY1500,3,2882
1823,204152,7/98/17 00:00:00,Sports,SP3400,2,2883
1824,205809,7/98/24 00:00:00,Pets,PT2300,1,2884
1825,103520,5/00/17 00:00:00,Toys,TY2100,1,2885
1826,103520,5/00/17 00:00:00,Toys,TY3100,1,2886
1827,103520,5/00/17 00:00:00,Toys,TY3400,1,2887
1828,108398,6/00/18 00:00:00,Toys,TY4700,1,2888
1829,115911,8/00/1 00:00:00,Gardening,GD2400,1,2889
1830,125700,9/00/22 00:00:00,Sports,SP3000,1,289
1831,155004,02/01/24 0:00:00,Sports,SP1500,1,2890
1832,155004,02/01/24 0:00:00,Sports,SP3000,1,2891
1833,155004,02/01/24 0:00:00,Sports,SP3100,3,2892
1834,155003,02/01/24 0:00:00,Sports,SP3300,3,2893
1835,154805,11/97/16 00:00:00,Sports,SP1200,1,2894
1836,158981,12/97/8 00:00:00,Sports,SP1500,3,2895
1837,158981,12/97/8 00:00:00,Sports,SP1600,1,2896
1838,158981,12/97/8 00:00:00,Sports,SP2600,1,2897
1839,160509,12/97/16 00:00:00,Pets,PT4200,1,2898
1840,191152,5/98/22 00:00:00,Pets,PT4400,1,2899
1841,203052,7/98/12 00:00:00,Toys,TY3800,1,29
1842,203052,7/98/12 00:00:00,Toys,TY4700,1,290
1843,203052,7/98/12 00:00:00,Toys,TY4700,1,2900
1844,207230,7/98/30 00:00:00,Toys,TY3500,1,2901
1845,215489,9/98/3 00:00:00,Gardening,GD1010,1,2902
1846,215489,9/98/3 00:00:00,Gardening,GD2200,1,2903
1847,215489,9/98/3 00:00:00,Gardening,GD3000,3,2904
1848,215489,9/98/3 00:00:00,Gardening,GD4200,1,2905
1849,239056,12/98/12 00:00:00,Sports,SP3400,1,2906
1850,154805,02/01/23 0:00:00,Sports,SP1200,1,2907
1851,158981,03/01/17 0:00:00,Sports,SP1500,3,2908
1852,158981,03/01/17 0:00:00,Sports,SP1600,1,2909
1853,158981,03/01/17 0:00:00,Sports,SP2600,1,291
1854,160509,03/01/25 0:00:00,Pets,PT4200,1,2910
